Institution,Metric,Value,Year,Numeric Value,Rank,Decile,UKPRN,Consistent Name,RG Rank
UEA,NSS Feedback (%),71.57095552055,2019,71.57095552055,72.0,5.0,10007789,University of East Anglia,
Birmingham,NSS Feedback (%),71.82134429329871,2019,71.82134429329871,69.0,5.0,10000712,University College Birmingham,
Bristol,NSS Feedback (%),67.8334388774816,2019,67.8334388774816,106.0,2.0,10007786,University of Bristol,15.0
Surrey,NSS Feedback (%),74.1810061699929,2019,74.1810061699929,41.0,7.0,10007160,University of Surrey,
Lincoln,NSS Feedback (%),75.5095810232435,2019,75.5095810232435,22.0,9.0,10007151,University of Lincoln,
Southampton,NSS Feedback (%),70.6501377205163,2019,70.6501377205163,83.0,4.0,10007158,University of Southampton,9.0
Glasgow,NSS Feedback (%),67.3506869568606,2019,67.3506869568606,110.0,1.0,10007794,University of Glasgow,16.0
Portsmouth,NSS Feedback (%),75.0481210800049,2019,75.0481210800049,32.0,8.0,10007155,University of Portsmouth,
Sussex,NSS Feedback (%),69.4533175743341,2019,69.4533175743341,97.0,2.0,10007806,University of Sussex,
Newcastle,NSS Feedback (%),72.6861961921452,2019,72.6861961921452,55.0,6.0,10007799,University of Newcastle Upon Tyne,7.0
Edinburgh,NSS Feedback (%),61.2347124671986,2019,61.2347124671986,120.0,1.0,10007790,University of Edinburgh,22.0
Derby,NSS Feedback (%),76.92412962677159,2019,76.92412962677159,14.0,9.0,10007851,University of Derby,
Dundee,NSS Feedback (%),74.7979655203626,2019,74.7979655203626,34.0,8.0,10007852,University of Dundee,
Essex,NSS Feedback (%),72.1207585579485,2019,72.1207585579485,65.0,5.0,10007791,University of Essex,
Swansea,NSS Feedback (%),73.8048047222351,2019,73.8048047222351,47.0,7.0,10007855,Swansea University,
Liverpool Hope,NSS Feedback (%),84.482942626559,2019,84.482942626559,1.0,10.0,10003956,Liverpool Hope University,
Manchester,NSS Feedback (%),67.22068256246101,2019,67.22068256246101,112.0,1.0,10007798,The University of Manchester,17.0
Kent,NSS Feedback (%),71.08687572341229,2019,71.08687572341229,76.0,4.0,10007150,University of Kent,
Keele,NSS Feedback (%),76.98549862771641,2019,76.98549862771641,13.0,9.0,10007767,University of Keele,
UWE Bristol,NSS Feedback (%),74.4625956680562,2019,74.4625956680562,36.0,8.0,10007164,"University of the West of England, Bristol",
Royal Holloway,NSS Feedback (%),72.66473332692341,2019,72.66473332692341,56.0,6.0,10005553,Royal Holloway College and Bedford New College,
Sheffield,NSS Feedback (%),69.5320181103265,2019,69.5320181103265,95.0,3.0,10007157,University of Sheffield,13.0
Stirling,NSS Feedback (%),72.4218867929472,2019,72.4218867929472,61.0,5.0,10007804,University of Stirling,
Huddersfield,NSS Feedback (%),79.33540123004609,2019,79.33540123004609,5.0,10.0,10007148,University of Huddersfield,
Oxford Brookes,NSS Feedback (%),72.4858642518055,2019,72.4858642518055,59.0,6.0,10004930,Oxford Brookes University,
Aston,NSS Feedback (%),75.202254070323,2019,75.202254070323,28.0,8.0,10007759,Aston University,
Staffordshire,NSS Feedback (%),77.9929738270872,2019,77.9929738270872,8.0,10.0,10006299,Staffordshire University,
Aberystwyth,NSS Feedback (%),80.8587216679888,2019,80.8587216679888,3.0,10.0,10007856,Prifysgol Aberystwyth,
Reading,NSS Feedback (%),71.39046741436259,2019,71.39046741436259,73.0,4.0,10007802,University of Reading,
Bangor,NSS Feedback (%),78.1081800320091,2019,78.1081800320091,6.0,10.0,10007857,Bangor University,
Northumbria,NSS Feedback (%),73.01330284381079,2019,73.01330284381079,52.0,6.0,10001282,University of Northumbria at Newcastle,
Liverpool John Moores,NSS Feedback (%),75.077730444164,2019,75.077730444164,31.0,8.0,10003957,Liverpool John Moores University,
West London,NSS Feedback (%),78.0887186126108,2019,78.0887186126108,7.0,10.0,10006566,The University of West London,
Aberdeen,NSS Feedback (%),67.7109862787261,2019,67.7109862787261,109.0,1.0,10007783,University of Aberdeen,
"Queen's, Belfast",NSS Feedback (%),73.80763128178559,2019,73.80763128178559,46.0,7.0,10005343,The Queen's University of Belfast,6.0
Strathclyde,NSS Feedback (%),66.30901937297271,2019,66.30901937297271,115.0,1.0,10007805,University of Strathclyde,
Chichester,NSS Feedback (%),74.21549372460191,2019,74.21549372460191,40.0,7.0,10007137,The University of Chichester,
Gloucestershire,NSS Feedback (%),74.6664136334893,2019,74.6664136334893,35.0,8.0,10007145,University of Gloucestershire,
Edge Hill,NSS Feedback (%),77.12294459890141,2019,77.12294459890141,11.0,10.0,10007823,Edge Hill University,
Liverpool,NSS Feedback (%),73.9871451976785,2019,73.9871451976785,45.0,7.0,10006842,University of Liverpool,5.0
Cardiff,NSS Feedback (%),69.6516217760655,2019,69.6516217760655,93.0,3.0,10007814,Cardiff University,12.0
Kingston,NSS Feedback (%),69.92316055721999,2019,69.92316055721999,92.0,3.0,10003678,Kingston University,
SOAS,NSS Feedback (%),68.82816011899861,2019,68.82816011899861,101.0,2.0,10007780,School of Oriental and African Studies,
King's College London,NSS Feedback (%),61.9934785708322,2019,61.9934785708322,119.0,1.0,10003645,King's College London,21.0
Brunel,NSS Feedback (%),70.77130937606879,2019,70.77130937606879,80.0,4.0,10000961,Brunel University,
Falmouth,NSS Feedback (%),76.61696023981959,2019,76.61696023981959,15.0,9.0,10008640,University College Falmouth,
Leicester,NSS Feedback (%),70.0408942750435,2019,70.0408942750435,90.0,3.0,10007796,University of Leicester,
Bournemouth,NSS Feedback (%),68.8314733685199,2019,68.8314733685199,100.0,2.0,10000824,Bournemouth University,
Plymouth,NSS Feedback (%),73.3256325084609,2019,73.3256325084609,51.0,6.0,10007801,University of Plymouth,
Heriot-Watt,NSS Feedback (%),68.5807990568316,2019,68.5807990568316,102.0,2.0,10007764,Heriot-Watt University,
Abertay Dundee,NSS Feedback (%),75.2118460742092,2019,75.2118460742092,27.0,8.0,10007849,University of Abertay Dundee,
Teesside,NSS Feedback (%),76.1882833430477,2019,76.1882833430477,17.0,9.0,10007161,Teesside University,
Sheffield Hallam,NSS Feedback (%),72.2242990096493,2019,72.2242990096493,62.0,5.0,10005790,Sheffield Hallam University,
De Montfort,NSS Feedback (%),74.9106030562443,2019,74.9106030562443,33.0,8.0,10001883,De Montfort University,
Bradford,NSS Feedback (%),69.4017123816735,2019,69.4017123816735,99.0,2.0,10007785,University of Bradford,
Manchester Met,NSS Feedback (%),74.05984539114341,2019,74.05984539114341,44.0,7.0,10004180,The Manchester Metropolitan University,
Sunderland,NSS Feedback (%),72.6239858326317,2019,72.6239858326317,58.0,6.0,10007159,University of Sunderland,
University of the Arts London,NSS Feedback (%),73.6144625335316,2019,73.6144625335316,49.0,6.0,10007162,"University of the Arts, London",
Central Lancashire,NSS Feedback (%),72.4528527015084,2019,72.4528527015084,60.0,6.0,10007141,University of Central Lancashire,
Goldsmiths,NSS Feedback (%),68.2150341961205,2019,68.2150341961205,103.0,2.0,10002718,Goldsmiths' College,
London South Bank,NSS Feedback (%),71.2028365490381,2019,71.2028365490381,75.0,4.0,10004078,London South Bank University,
Robert Gordon,NSS Feedback (%),70.7124328046164,2019,70.7124328046164,82.0,4.0,10005500,The Robert Gordon University,
"St Mary's, Twickenham",NSS Feedback (%),69.92551326127871,2019,69.92551326127871,91.0,3.0,10007843,"St Mary's University College, Twickenham",
Solent,NSS Feedback (%),72.1365723905785,2019,72.1365723905785,64.0,5.0,10006022,Southampton Solent University,
Westminster,NSS Feedback (%),67.8329407105554,2019,67.8329407105554,107.0,2.0,10007165,The University of Westminster,
Queen Mary,NSS Feedback (%),67.1067668825498,2019,67.1067668825498,113.0,1.0,10007775,"Queen Mary and Westfield College, University of London",18.0
Queen Margaret,NSS Feedback (%),67.7455025680677,2019,67.7455025680677,108.0,2.0,10005337,"Queen Margaret University, Edinburgh",
Leeds Trinity,NSS Feedback (%),76.0665707438979,2019,76.0665707438979,19.0,9.0,10003863,Leeds Trinity University College,
Bolton,NSS Feedback (%),76.225923891981,2019,76.225923891981,16.0,9.0,10006841,The University of Bolton,
Trinity Saint David,NSS Feedback (%),77.522195233319,2019,77.522195233319,10.0,10.0,10007858,University of Wales: Trinity Saint David,
East London,NSS Feedback (%),74.3418129524465,2019,74.3418129524465,38.0,7.0,10007144,University of East London,
Salford,NSS Feedback (%),75.82656278766041,2019,75.82656278766041,20.0,9.0,10007156,University of Salford,
Hertfordshire,NSS Feedback (%),70.1649127733916,2019,70.1649127733916,87.0,3.0,10007147,University of Hertfordshire,
Worcester,NSS Feedback (%),74.070651023631,2019,74.070651023631,43.0,7.0,10007139,University of Worcester,
Winchester,NSS Feedback (%),71.7482456137929,2019,71.7482456137929,70.0,5.0,10003614,University of Winchester,
Ulster,NSS Feedback (%),74.2588582114824,2019,74.2588582114824,39.0,7.0,10007807,University of Ulster,
Chester,NSS Feedback (%),75.15791407584679,2019,75.15791407584679,29.0,8.0,10007848,University of Chester,
City,NSS Feedback (%),70.1561121127488,2019,70.1561121127488,88.0,3.0,10001478,The City University,
Glasgow Caledonian,NSS Feedback (%),66.0461562609313,2019,66.0461562609313,116.0,1.0,10007762,Glasgow Caledonian University,
Glyndŵr,NSS Feedback (%),75.43154267484941,2019,75.43154267484941,24.0,9.0,10007833,Glyndwr University,
Birmingham City,NSS Feedback (%),74.1703456342515,2019,74.1703456342515,42.0,7.0,10007140,Birmingham City University,
Cardiff Met,NSS Feedback (%),69.46511827519821,2019,69.46511827519821,96.0,3.0,10007854,Cardiff Metropolitan University,
Greenwich,NSS Feedback (%),71.3358619478873,2019,71.3358619478873,74.0,4.0,10007146,University of Greenwich,
Newman,NSS Feedback (%),69.60428811336621,2019,69.60428811336621,94.0,3.0,10007832,Newman University College,
Suffolk,NSS Feedback (%),72.17188153646971,2019,72.17188153646971,63.0,5.0,10014001,University Campus Suffolk Ltd,
Bath Spa,NSS Feedback (%),75.2196115113313,2019,75.2196115113313,26.0,8.0,10000571,Bath Spa University,
Anglia Ruskin,NSS Feedback (%),77.08452808495609,2019,77.08452808495609,12.0,10.0,10000291,Anglia Ruskin University,
Edinburgh Napier,NSS Feedback (%),70.0699647271887,2019,70.0699647271887,89.0,3.0,10007772,Edinburgh Napier University,
Hull,NSS Feedback (%),70.2981608901143,2019,70.2981608901143,86.0,3.0,10007149,University of Hull,
Brighton,NSS Feedback (%),69.4376691796663,2019,69.4376691796663,98.0,2.0,10000886,University of Brighton,
Canterbury Christ Church,NSS Feedback (%),72.86180945612429,2019,72.86180945612429,54.0,6.0,10001143,Canterbury Christ Church University,
Roehampton,NSS Feedback (%),66.90873143666721,2019,66.90873143666721,114.0,1.0,10007776,Roehampton University,
South Wales,NSS Feedback (%),72.6357200933268,2019,72.6357200933268,57.0,6.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Northampton,NSS Feedback (%),73.3794270080408,2019,73.3794270080408,50.0,6.0,10007138,The University of Northampton,
Middlesex,NSS Feedback (%),71.87524641648491,2019,71.87524641648491,68.0,5.0,10004351,Middlesex University,
Bedfordshire,NSS Feedback (%),72.00416122191959,2019,72.00416122191959,67.0,5.0,10007152,University of Bedfordshire,
West of Scotland,NSS Feedback (%),73.6322920003981,2019,73.6322920003981,48.0,7.0,10007800,University of the West of Scotland,
Birkbeck,NSS Feedback (%),67.91912448787,2019,67.91912448787,105.0,2.0,10007760,Birkbeck College,
Wolverhampton,NSS Feedback (%),70.90964685416542,2019,70.90964685416542,77.0,4.0,10007166,University of Wolverhampton,
London Met,NSS Feedback (%),70.79086672108629,2019,70.79086672108629,79.0,4.0,10004048,London Metropolitan University,
Cumbria,NSS Feedback (%),70.8741963488723,2019,70.8741963488723,78.0,4.0,10007842,The University of Cumbria,
York St John,NSS Feedback (%),72.90267174634829,2019,72.90267174634829,53.0,6.0,10007713,York St John University,
Leeds Beckett,NSS Feedback (%),70.72838828560809,2019,70.72838828560809,81.0,4.0,10003861,Leeds Metropolitan University,
Bucks New University,NSS Feedback (%),67.3187221557497,2019,67.3187221557497,111.0,1.0,10000975,Buckinghamshire New University,
Cambridge,Average Teaching Score,100.0,2020,100.0,1.0,10.0,10007788,University of Cambridge,1.0
St Andrews,Average Teaching Score,97.9000015258789,2020,97.9000015258789,2.0,10.0,10007803,University of St Andrews,
Oxford,Average Teaching Score,97.5999984741211,2020,97.5999984741211,3.0,10.0,10007774,University of Oxford,2.0
Loughborough,Average Teaching Score,83.4000015258789,2020,83.4000015258789,4.0,10.0,10004113,Loughborough University,
Durham,Average Teaching Score,81.5999984741211,2020,81.5999984741211,5.0,10.0,10007143,University of Durham,3.0
Bath,Average Teaching Score,80.0,2020,80.0,6.0,10.0,10007850,University of Bath (The),
Lancaster,Average Teaching Score,79.3000030517578,2020,79.3000030517578,7.0,10.0,10007768,University of Lancaster,
Imperial College,Average Teaching Score,79.3000030517578,2020,79.3000030517578,7.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",4.0
Warwick,Average Teaching Score,73.9000015258789,2020,73.9000015258789,9.0,10.0,10007163,University of Warwick,5.0
Exeter,Average Teaching Score,73.1999969482422,2020,73.1999969482422,10.0,10.0,10007792,University of Exeter,6.0
Leeds,Average Teaching Score,71.8000030517578,2020,71.8000030517578,11.0,10.0,10007795,University of Leeds,7.0
Nottingham Trent,Average Teaching Score,71.1999969482422,2020,71.1999969482422,12.0,10.0,10004797,Nottingham Trent University,
University for the Creative Arts,Average Teaching Score,71.0999984741211,2020,71.0999984741211,13.0,9.0,10006427,University for the Creative Arts,
Glasgow,Average Teaching Score,70.9000015258789,2020,70.9000015258789,14.0,9.0,10007794,University of Glasgow,8.0
Coventry,Average Teaching Score,70.5999984741211,2020,70.5999984741211,15.0,9.0,10001726,Coventry University,
Birmingham,Average Teaching Score,69.8000030517578,2020,69.8000030517578,16.0,9.0,10000712,University College Birmingham,
Lincoln,Average Teaching Score,69.1999969482422,2020,69.1999969482422,17.0,9.0,10007151,University of Lincoln,
Nottingham,Average Teaching Score,67.8000030517578,2020,67.8000030517578,18.0,9.0,10007154,University of Nottingham,9.0
London School of Economics,Average Teaching Score,66.59999847412111,2020,66.59999847412111,19.0,9.0,10004063,London School of Economics & Political Science,10.0
York,Average Teaching Score,66.5,2020,66.5,20.0,9.0,10007167,University of York,11.0
Portsmouth,Average Teaching Score,66.09999847412111,2020,66.09999847412111,21.0,9.0,10007155,University of Portsmouth,
UCL,Average Teaching Score,66.0,2020,66.0,22.0,9.0,10007784,University College London,12.0
Bristol,Average Teaching Score,65.90000152587889,2020,65.90000152587889,23.0,9.0,10007786,University of Bristol,13.0
Southampton,Average Teaching Score,64.90000152587889,2020,64.90000152587889,24.0,9.0,10007158,University of Southampton,14.0
Edinburgh,Average Teaching Score,64.8000030517578,2020,64.8000030517578,25.0,8.0,10007790,University of Edinburgh,15.0
Derby,Average Teaching Score,64.40000152587889,2020,64.40000152587889,26.0,8.0,10007851,University of Derby,
Surrey,Average Teaching Score,64.40000152587889,2020,64.40000152587889,26.0,8.0,10007160,University of Surrey,
UWE Bristol,Average Teaching Score,63.9000015258789,2020,63.9000015258789,28.0,8.0,10007164,"University of the West of England, Bristol",
Dundee,Average Teaching Score,63.5999984741211,2020,63.5999984741211,29.0,8.0,10007852,University of Dundee,
UEA,Average Teaching Score,63.0999984741211,2020,63.0999984741211,30.0,8.0,10007789,University of East Anglia,
Swansea,Average Teaching Score,62.9000015258789,2020,62.9000015258789,31.0,8.0,10007855,Swansea University,
Keele,Average Teaching Score,62.7999992370605,2020,62.7999992370605,32.0,8.0,10007767,University of Keele,
Oxford Brookes,Average Teaching Score,62.7000007629395,2020,62.7000007629395,33.0,8.0,10004930,Oxford Brookes University,
